id,name,team,countablePlays,averagePPA.all,totalPPA.all,totalPPA.pass,totalPPA.rush,position
4258467,Sandon McCoy,Army,87,0.144,12.557,-0.186,12.743,RB
4039669,Corey Taylor II,Tulsa,106,0.145,15.342,0.058,15.285,RB
4243542,Bentavious Thompson,UCF,75,0.145,10.874,-1.994,12.868,RB
4250390,Ty Brock,Central Michigan,90,0.146,13.142,4.801,8.34,QB
4366038,Teon Dollard,Akron,126,0.147,18.545,-1.406,19.95,RB
4362087,Keaontay Ingram,Texas,62,0.147,9.134,6.802,2.332,RB
4360654,Jarek Broussard,Colorado,166,0.147,24.341,3.223,21.118,RB
4609151,Josh Edwards,Arkansas State,6,0.147,0.88,,0.88,RB
4686424,Daniel Jackson,Iowa State,6,0.147,0.885,0.885,,WR
4689334,Malik Heath,Mississippi State,60,0.147,8.813,8.813,,WR
4374169,Tyleek Collins,UNLV,24,0.148,3.546,7.475,-3.929,WR
4362478,Emari Demercado,TCU,58,0.148,8.569,3.911,4.657,RB
3929914,Adam Prentice,South Carolina,2,0.149,0.297,0.297,,FB
4697845,Daniel Bangura,Kent State,5,0.149,0.745,,0.745,RB
4568406,Calvin Hill,Texas State,128,0.149,19.047,5.243,13.804,RB
4043980,Luke Anthony,Louisiana Tech,268,0.15,40.306,25.274,15.031,QB
4363104,Chris Smith,Louisiana,76,0.15,11.396,6.649,4.747,RB
4361430,Devonte Lee,Nevada,97,0.15,14.503,4.875,9.628,RB
4567400,Nay'Quan Wright,Florida,72,0.15,10.778,11.109,-0.332,RB
4429145,Harrison Bailey,Tennessee,90,0.151,13.567,14.403,-0.836,QB
4361530,Artur Sitkowski,Rutgers,90,0.151,13.621,16.025,-2.405,QB
4569603,Malik Washington,Northwestern,9,0.151,1.356,1.062,0.293,WR
4259360,Maurice Burkley,Louisville,37,0.151,5.593,-0.131,5.724,RB
4039008,Kamari Pleasant,Washington,43,0.152,6.555,4.645,1.91,RB
4244771,JaCorey Sullivan,Central Michigan,28,0.153,4.28,4.28,,WR
4243470,Steven Witchoskey,Western Kentucky,1,0.153,0.153,0.153,,TE
4371846,Tyger Goslin,Navy,58,0.154,8.908,11.366,-2.459,RB
4429084,Anthony Richardson,Florida,5,0.154,0.77,-0.278,1.048,QB
4259174,Gavin Holmes,Baylor,46,0.154,7.063,7.975,-0.912,WR
4432138,Mason Garcia,East Carolina,42,0.155,6.518,-3.688,10.206,QB
4427928,Brian Maurer,Tennessee,11,0.155,1.704,-1.422,3.127,QB
4241898,Maverick Wolfley,Akron,2,0.155,0.31,0.31,,TE
4035773,Mason Stokke,Wisconsin,29,0.155,4.497,6.12,-1.623,FB
4046599,D.J. Render,Kansas State,11,0.156,1.72,1.72,,WR
4686546,Adam Cousins,UTEP,1,0.156,0.156,0.156,,WR
4371863,Chance Warren,Navy,41,0.156,6.409,3.638,2.771,RB
4361327,Jahmir Smith,Notre Dame,5,0.157,0.786,,0.786,RB
4429070,Shane Illingworth,Oklahoma State,82,0.158,12.947,16.814,-3.868,QB
4360131,Holton Ahlers,East Carolina,289,0.158,45.73,39.987,5.743,QB
4431028,Kaedric Cobbs,UT San Antonio,10,0.158,1.576,,1.576,RB
4362162,SaRodorick Thompson,Texas Tech,140,0.162,22.628,-2.812,25.44,RB
4372472,Paul Woods,Rutgers,7,0.162,1.131,1.131,,WR
4569439,David Ellis,Indiana,32,0.163,5.224,7.43,-2.205,RB
4034857,Patrick O'Brien,Colorado State,100,0.163,16.349,15.772,0.578,QB
4430104,Sincere McCormick,UT San Antonio,254,0.165,41.914,5.641,36.274,RB
4693813,Ben Brittain,Air Force,5,0.165,0.825,3.217,-2.392,QB
4431277,Koy Moore,LSU,29,0.165,4.775,4.775,,WR
4684940,La'Damian Webb,Florida State,82,0.166,13.585,1.982,11.604,RB
4241667,Jaylen Gipson,Texas State,2,0.166,0.332,,0.332,QB
4035767,Garrett Groshek,Wisconsin,88,0.166,14.596,6.531,8.065,RB
4259269,Chris Reynolds,Charlotte,226,0.167,37.764,41.13,-3.366,QB
4245196,B.J. Daniels,UT San Antonio,23,0.167,3.839,-1.015,4.854,RB
4245653,Brian Casteel,Arizona,18,0.167,3.01,3.01,,WR
4429676,Tyler Goodson,Iowa,161,0.168,27.025,10.927,16.097,RB
4426689,Ulysses Bentley IV,SMU,196,0.168,32.892,6.533,26.359,RB
4240603,Malik Davis,Florida,98,0.168,16.462,16.826,-0.364,RB
4567244,Jadon Jackson,Ole Miss,6,0.168,1.008,1.008,,WR
4360238,Dameon Pierce,Florida,135,0.169,22.863,6.833,16.03,RB
4426335,Graham Mertz,Wisconsin,228,0.169,38.61,27.133,11.477,QB
4261168,Bryson Carroll,New Mexico,38,0.169,6.411,8.222,-1.811,RB
4362915,Gerry Bohannon,Baylor,5,0.169,0.844,0.433,0.411,QB
4241416,Chuba Hubbard,Oklahoma State,142,0.17,24.15,3.581,20.569,RB
4427957,Ty McCullouch,Colorado State,1,0.171,0.171,0.171,,WR
4428354,Kadyn Roach,Louisiana Monroe,25,0.172,4.311,-0.159,4.47,RB
4245242,Ronald Awatt,UTEP,43,0.173,7.454,-0.133,7.588,RB
4360119,Joseph Sewell,Middle Tennessee,1,0.174,0.174,0.174,,TE
4430834,Jalen McMillan,Washington,5,0.174,0.871,0.203,0.668,WR
4261605,Chance Bell,San Diego State,61,0.174,10.6,0.723,9.877,RB
4035409,Zach Smith,Tulsa,296,0.174,51.474,53.606,-2.132,QB
4040660,Jacob Robertson Jr.,Tulane,9,0.175,1.579,1.579,,WR
4608750,Jonzell Norrils,Akron,9,0.176,1.58,1.024,0.556,RB
4430325,Makai Polk,California,24,0.176,4.222,4.222,,WR
4686499,Rory Hanson,Fresno State,4,0.176,0.702,0.702,,TE
4361943,Cooper Lutz,Syracuse,49,0.176,8.643,2.99,5.653,RB
4430737,Kyren Williams,Notre Dame,250,0.177,44.178,9.017,35.161,RB
4241002,Daetrich Harrington,Appalachian State,108,0.177,19.089,1.767,17.321,RB
4240782,Asim Rose,Kentucky,116,0.177,20.489,-0.499,20.988,RB
4362509,Cam'Ron Harris,Miami,148,0.178,26.3,3.069,23.231,RB
4362667,Tyler Vitt,Texas State,155,0.178,27.612,11.995,15.617,QB
4430968,Kimani Vidal,Troy,134,0.178,23.894,7.041,16.853,RB
4426948,Luke McCaffrey,Nebraska,137,0.178,24.319,6.026,18.294,WR
4427332,Gerald Green,Georgia Southern,71,0.178,12.668,,12.668,RB
4426902,Parker Christensen,Wyoming,2,0.179,0.358,0.283,0.075,TE
4372045,Darryl Jones,Maryland,12,0.179,2.142,2.142,,WR
4258235,Whop Philyor,Indiana,85,0.18,15.301,14.506,0.795,WR
4373472,Drue Jackson,Texas State,31,0.182,5.647,5.647,,WR
4428890,Levi Williams,Wyoming,175,0.182,31.802,13.248,18.554,QB
4567458,C.J. Johnson,East Carolina,42,0.182,7.646,7.646,,WR
4362909,Cameron Gardner,Mississippi State,20,0.183,3.653,3.653,,WR
4599739,Kendre Miller,TCU,56,0.183,10.266,-1.846,12.112,RB
4036262,Brandon Peters,Illinois,103,0.183,18.829,6.676,12.153,QB
4242490,Braxton Burmeister,Virginia Tech,129,0.185,23.927,16.626,7.301,QB
4433945,Elijah Young,Missouri,10,0.185,1.853,,1.853,RB
4360890,Jordan McCloud,South Florida,209,0.186,38.926,25.088,13.838,QB
4360177,Julon Williams,UT San Antonio,8,0.187,1.493,1.493,,RB
4426386,Roschon Johnson,Texas,91,0.187,17.032,3.812,13.22,RB
4428594,Melquan Stovall,Nevada,43,0.187,8.059,9.037,-0.977,WR
4575667,Deion Hankins,UTEP,121,0.187,22.601,-0.138,22.739,RB
4040617,Jake Hausmann,Ohio State,1,0.189,0.189,0.189,,TE
4429083,Darius Boone,Eastern Michigan,45,0.189,8.513,1.93,6.583,RB
4360204,Johnny Langan,Rutgers,72,0.19,13.662,1.578,12.084,TE
4429805,Frank Gore Jr.,Southern Mississippi,129,0.19,24.539,4.779,19.761,RB
4429610,Daijun Edwards,Georgia,39,0.191,7.458,-1.14,8.598,RB
4429955,Will Howard,Kansas State,244,0.191,46.669,35.859,10.811,QB
4242881,Trelon Smith,Arkansas,166,0.191,31.663,8.885,22.778,RB
4036485,CJ Marable,Coastal Carolina,207,0.192,39.679,17.582,22.098,RB
4240796,Tristan Gebbia,Oregon State,149,0.192,28.595,23.741,4.854,QB
3916389,Trey Smith,Wyoming,90,0.192,17.309,0.561,16.748,RB
4374187,Deven Thompkins,Utah State,31,0.193,5.969,6.644,-0.675,WR
4570259,Daniel Richardson,Central Michigan,112,0.193,21.638,22.148,-0.51,QB
4430185,Caullin Lacy,South Alabama,33,0.194,6.39,6.031,0.359,WR
4430041,Michael Lindauer,Cincinnati,1,0.196,0.196,,0.196,QB
4567235,Luke Deal,Auburn,2,0.196,0.392,0.392,,TE
4427728,Zonovan Knight,NC State,166,0.196,32.562,0.395,32.167,RB
4038438,La'Darren Brown,Oklahoma State,79,0.196,15.519,5.712,9.807,RB
4427596,Steve Jenkins,UNLV,18,0.196,3.531,3.531,,WR
4567216,D.J. Williams,Auburn,47,0.196,9.214,2.125,7.089,RB
4686095,Kobe Pace,Clemson,23,0.198,4.554,2.187,2.367,RB
4362942,Tate Whatley,Southern Mississippi,83,0.199,16.557,9.897,6.66,QB
4570239,Isaiah Holiness,San José State,31,0.199,6.174,9.409,-3.235,WR
4427751,Asher Alberding,North Texas,3,0.2,0.599,0.599,,TE
4039503,Shakif Seymour,Toledo,17,0.2,3.404,0.341,3.063,RB
4428858,Cam Wiley,Minnesota,34,0.2,6.784,1.772,5.012,RB
4035826,Demetric Felton,UCLA,158,0.2,31.648,13.692,17.956,RB
4575226,Andre Crump,San José State,3,0.201,0.603,0.603,,WR
4427366,Breece Hall,Iowa State,307,0.201,61.856,9.392,52.465,RB
4690013,Rasheen Ali,Marshall,5,0.201,1.006,,1.006,RB
4685723,Roydell Williams,Alabama,16,0.201,3.222,,3.222,RB
4037564,Jahcour Pearson,Western Kentucky,12,0.201,2.408,2.408,,WR
4433880,Jontavis Robertson,Duke,4,0.201,0.805,0.805,,WR
4427391,Kenny McIntosh,Georgia,61,0.202,12.332,4.182,8.15,RB
4427344,Chase Griffin,UCLA,79,0.202,15.98,16.258,-0.278,QB
4035856,Max Gilliam,UNLV,212,0.202,42.848,13.369,29.479,QB
4426780,Jirehl Brock,Iowa State,17,0.203,3.449,2.062,1.387,RB
4369839,JT Shrout,Tennessee,53,0.204,10.836,11.849,-1.013,QB
4259197,Tarique Milton,Iowa State,21,0.204,4.293,4.293,,WR
4035847,Melquise Stovall,Hawai'i,41,0.205,8.412,6.008,2.405,WR
4035689,Josh Imatorbhebhe,Illinois,41,0.205,8.42,8.42,,WR
4373851,Desmond Trotter,South Alabama,329,0.205,67.359,53.629,13.73,QB
4361254,Baylor Romney,BYU,42,0.206,8.657,7.938,0.719,QB
4430027,Sam LaPorta,Iowa,44,0.206,9.059,9.059,,TE
4689809,Ay'Juan Marshall,Army,6,0.208,1.246,,1.246,RB
4048768,Walter Dawn Jr.,UTEP,32,0.209,6.701,7.814,-1.113,WR
4567048,Kenneth Walker III,Wake Forest,122,0.209,25.52,2.997,22.524,RB
4576769,Chase Wester,BYU,1,0.209,0.209,,0.209,RB
4429847,Garrett Greene,West Virginia,10,0.209,2.089,1.039,1.051,QB
4372770,Braden Lenzy,Notre Dame,13,0.21,2.727,3.747,-1.02,WR
4241474,Brian Robinson Jr.,Alabama,103,0.211,21.693,-2.942,24.635,RB
4605653,Avarius Sparrow,West Virginia,3,0.211,0.633,,0.633,RB
4036819,Chase Jasmin,San Diego State,5,0.212,1.059,,1.059,RB
4608731,Trey Bess III,Eastern Michigan,14,0.212,2.97,,2.97,RB
4360824,Chance Nolan,Oregon State,120,0.212,25.422,9.519,15.903,QB
4261602,Isaiah Richardson,San Diego State,6,0.213,1.278,1.278,,WR
4569949,Jackson McChesney,BYU,11,0.213,2.338,,2.338,RB
4243731,Nelson Smith,Navy,127,0.213,27.017,,27.017,FB
4569330,Austin Jones,Stanford,149,0.213,31.787,6.513,25.273,RB
4036164,Dylan Parham,NC State,5,0.213,1.067,1.067,,TE
4427839,Bryson Lucero,UAB,151,0.214,32.293,34.237,-1.945,QB
4427105,Max Duggan,TCU,351,0.214,75.203,38.369,36.834,QB
4259219,Henry Colombi,Texas Tech,214,0.214,45.722,29.263,16.459,QB
4430804,Chris Tyree,Notre Dame,82,0.214,17.572,2.702,14.87,RB
4373016,Josh Fleeks,Baylor,33,0.214,7.059,9.332,-2.272,RB
3935232,Shane Simpson,Virginia,70,0.214,15.014,6.055,8.959,RB
4243543,Otis Anderson,UCF,138,0.215,29.684,5.214,24.47,RB
4568411,Cornelious Brown,Georgia State,400,0.216,86.562,73.872,12.69,QB
4244601,Seth Boomer,Tulsa,17,0.216,3.67,-0.12,3.789,QB
4260370,Conner Lillig,Illinois,3,0.216,0.649,,0.649,RB
4261912,Brenden Knox,Marshall,194,0.216,41.892,4.028,37.864,RB
4362159,Alan Bowman,Texas Tech,237,0.216,51.167,51.787,-0.62,QB
4428063,Tre Mosley,Michigan State,16,0.217,3.469,3.469,,WR
4048228,John Bates,Boise State,16,0.217,3.479,3.479,,TE
4044520,Brennon Dingle,UT San Antonio,44,0.217,9.568,9.255,0.314,WR
4363030,Warren Thompson,Florida State,16,0.217,3.466,3.466,,WR
4685039,Michael Pratt,Tulane,369,0.217,80.256,44.889,35.367,QB
4693791,Dae Dae Hunter,Hawai'i,63,0.217,13.696,9.639,4.057,RB
4565761,Emani Bailey,Louisiana,11,0.218,2.399,-0.52,2.919,RB
4363003,Gavin Sharp,UT San Antonio,14,0.218,3.056,3.056,,TE
4426428,Sean Dollars,Oregon,8,0.218,1.744,,1.744,RB
4428915,Lee Witherspoon,Mississippi State,15,0.218,3.275,3.291,-0.016,RB
4608607,Lincoln Pare,Arkansas State,85,0.218,18.519,6.661,11.858,RB
4360480,Spencer Petras,Iowa,276,0.218,60.051,46.492,13.559,QB
4430123,TJ McDaniel,SMU,47,0.218,10.263,-0.344,10.607,RB
4382468,La'Darius Jefferson,Western Michigan,116,0.219,25.426,1.083,24.343,RB
4429066,Jeff Sims,Georgia Tech,373,0.22,82.015,36.266,45.749,QB
4570083,Jordan Kress,New Mexico,28,0.22,6.171,6.121,0.05,WR
4260406,Alexander Horvath,Purdue,121,0.221,26.741,24.788,1.953,RB
4685975,Chance Lovertich,South Alabama,104,0.223,23.149,15.359,7.791,QB
4045705,Aaron McAllister,Charlotte,48,0.223,10.716,2.474,8.241,RB
4373726,Tyhier Tyler,Army,138,0.224,30.927,0.634,30.293,QB
4570561,Eric Gray,Tennessee,188,0.224,42.055,23.045,19.01,RB
4372071,Hassan Haskins,Michigan,65,0.224,14.537,-1.85,16.387,RB
4430686,Grant Wells,Marshall,324,0.225,72.814,54.721,18.093,QB
4430468,Marquez Cooper,Kent State,58,0.225,13.072,1.266,11.805,RB
4362560,Tyrone Scott,Central Michigan,7,0.225,1.578,1.578,,WR
4683666,Zamar Wise,UMass,2,0.225,0.451,0.451,,QB
4571563,Sean Atkins,South Florida,5,0.225,1.124,1.124,,WR
4360881,Johnny Ford,South Florida,62,0.226,14.027,6.744,7.283,RB
4373895,Ben Wooldridge,Fresno State,18,0.226,4.07,1.573,2.498,QB
4240051,Marcus Williams,New Mexico,19,0.227,4.307,4.307,,TE
4429013,Tank Bigsby,Auburn,151,0.227,34.351,2.693,31.658,RB
4260394,Aidan O'Connell,Purdue,147,0.228,33.523,33.361,0.163,QB
4373422,Presley Motes,Bowling Green,3,0.228,0.683,0.683,,TE
4361141,Cammon Cooper,Washington State,19,0.228,4.324,4.985,-0.661,QB
4241965,Rocky Lombardi,Michigan State,186,0.228,42.488,37.512,4.976,QB
4426330,Jerrion Ealy,Ole Miss,149,0.229,34.189,10.086,24.104,RB
4570550,Demarcus Jones,Southern Mississippi,44,0.23,10.134,10.786,-0.652,WR
4258577,Cole Tucker,Northern Illinois,27,0.23,6.217,6.217,,WR
4362892,Geor'quarius Spivey,Mississippi State,18,0.231,4.151,4.151,,TE
4427658,Anthony Adkins,Army,51,0.231,11.792,,11.792,RB
4431453,Deuce Vaughn,Kansas State,160,0.231,36.924,23.313,13.611,RB
4431141,John Holcomb,Texas Tech,8,0.232,1.86,1.86,,TE
4370813,Wayne Taulapapa,Virginia,106,0.233,24.747,3.491,21.256,RB
4361777,Zamir White,Georgia,152,0.233,35.471,2.853,32.618,RB
4613105,Miles Davis,BYU,18,0.234,4.207,2.913,1.294,RB
4605477,Alante Brown,Nebraska,4,0.234,0.935,0.335,0.601,WR
4571650,Timothy Jackson,Air Force,33,0.234,7.726,,7.726,FB
4042807,Trevon Bradford,Oregon State,37,0.234,8.642,7.777,0.866,WR
4570218,Jonah Panoke,Hawai'i,17,0.234,3.983,4.651,-0.668,WR
4360057,Charles McClelland,Cincinnati,23,0.235,5.396,0.045,5.351,RB
4361825,Spencer Sanders,Oklahoma State,341,0.235,80.274,81.524,-1.25,QB
4258248,Peyton Hendershot,Indiana,34,0.235,7.977,7.977,,TE
4427819,Justin Lockhart,Nevada,36,0.235,8.443,7.83,0.613,WR
4689825,Tyrell Robinson,Army,71,0.235,16.652,8.999,7.653,RB
4363551,Dylan Drummond,Eastern Michigan,12,0.235,2.821,2.821,,WR
4240628,N'Kosi Perry,Miami,56,0.235,13.167,13.441,-0.274,QB
4241414,J.D. King,Georgia Southern,120,0.236,28.351,-0.45,28.801,RB
4429105,Arian Smith,Georgia,3,0.236,0.708,2.382,-1.674,WR
4428085,Luke Musgrave,Oregon State,20,0.237,4.741,4.741,,TE
4046826,Darien Rencher,Clemson,26,0.238,6.178,1.426,4.752,RB
4569156,Michael Wiley,Arizona,44,0.238,10.486,-0.487,10.973,RB
4374350,Asher O'Hara,Middle Tennessee,461,0.238,109.613,74.978,34.635,QB
4374033,Jermar Jefferson,Oregon State,143,0.238,34.103,3.378,30.725,RB
4568583,Tyler Lavine,SMU,72,0.238,17.132,3.323,13.809,RB
4243534,Emmanuel Logan-Greene,New Mexico,54,0.238,12.836,11.15,1.686,WR
4047836,Frank Darby,Arizona State,11,0.238,2.617,2.617,,WR
4244029,Jarret Doege,West Virginia,408,0.239,97.476,85.344,12.132,QB
4257189,Kevin Marks,Buffalo,118,0.239,28.184,-8.446,36.63,RB
4036436,Marcus Williams Jr.,Appalachian State,70,0.24,16.83,-0.754,17.585,RB
4360716,Joshua Stoner,Air Force,10,0.24,2.401,,2.401,RB
4038809,Jake Bentley,Utah,153,0.24,36.788,26.99,9.798,QB
4428320,Courtney Reese,UNLV,17,0.24,4.072,0.936,3.136,RB
4360802,Javian Hawkins,Louisville,151,0.242,36.481,8.119,28.362,RB
4037642,Austin Kendall,West Virginia,25,0.242,6.048,6.703,-0.655,QB
4374334,Luke Zban,Marshall,17,0.243,4.133,-3.091,7.223,QB
4040880,Sam Noyer,Colorado,206,0.243,50.08,29.522,20.558,QB
4360175,Clayton Tune,Houston,313,0.243,76.081,44.166,31.915,QB
4241671,Jeremiah Haydel,Texas State,61,0.243,14.839,15.02,-0.181,WR
4259506,Jamyest Williams,Georgia State,56,0.243,13.612,7.973,5.639,RB
4428993,Haynes King,Texas A&M,10,0.244,2.436,0.763,1.674,QB
4430885,Ja'Khi Douglas,Florida State,18,0.244,4.386,6.915,-2.528,WR
4373637,Lopini Katoa,BYU,108,0.244,26.399,17.671,8.728,RB
4039072,Rico Bussey Jr.,Hawai'i,11,0.244,2.682,2.682,,WR
4567218,Bo Nix,Auburn,464,0.245,113.834,73.767,40.067,QB
4243003,Ronnie Rivers,Fresno State,133,0.245,32.586,13.754,18.831,RB
4361095,Richard Newton,Washington,24,0.245,5.884,0.465,5.419,RB
4430714,Reese White,Coastal Carolina,92,0.245,22.551,1.498,21.054,RB
4362499,Mark Pope,Miami,60,0.245,14.68,12.419,2.261,WR
4567470,Jsi Hatfield,East Carolina,11,0.246,2.705,0.895,1.81,WR
4241727,Bret Clark,Troy,24,0.249,5.969,5.969,,WR
4242321,Tyler Nevens,San José State,70,0.249,17.423,-0.225,17.648,RB
4689984,Antoine Robinson,Southern Mississippi,31,0.249,7.71,7.71,,WR
4046677,Deon McIntosh,Washington State,53,0.249,13.204,-0.295,13.499,RB
4361802,Cameron Carroll,Tulane,128,0.25,32.031,0.411,31.62,RB
4373427,Julian Ortega-Jones,Bowling Green,25,0.25,6.253,6.253,,WR
4611985,Zyell Griffin,UNLV,15,0.25,3.75,3.75,,WR
4567031,Michael Kern,Wake Forest,32,0.252,8.06,7.99,0.07,QB
4428931,Jamontez Woods,Troy,63,0.252,15.875,5.775,10.1,RB
4360462,Geordon Porter,Arizona State,9,0.252,2.265,5.71,-3.445,WR
4362430,Taye Barber,TCU,56,0.253,14.147,14.906,-0.759,WR
4685939,Shermari Jones,Coastal Carolina,85,0.253,21.49,0.716,20.775,RB
4035167,Jarrett Guarantano,Tennessee,204,0.254,51.726,28.325,23.401,QB
4571622,Lawrence Papillon,Marshall,10,0.254,2.544,,2.544,RB
4382092,Tucker Gregg,Georgia State,91,0.255,23.202,-0.207,23.409,RB
4360719,Kadin Remsberg,Air Force,24,0.256,6.145,,6.145,RB
4426891,Isaiah Spiller,Texas A&M,226,0.256,57.851,11.211,46.64,RB
4685201,Tanner McKee,Stanford,7,0.257,1.797,1.797,,QB
4260415,Darius Pittman,Temple,2,0.257,0.514,0.514,,TE
4361319,Erik Brooks,Fresno State,23,0.258,5.931,5.931,,WR
4695616,Isaiah Chavez,New Mexico,50,0.259,12.942,3.124,9.818,QB
4361033,Fred Payton,Coastal Carolina,50,0.259,12.944,6.204,6.74,QB
4243911,Stephon Huderson,Tulane,138,0.259,35.795,4.022,31.774,RB
4685720,Bryce Young,Alabama,29,0.262,7.593,5.081,2.513,QB
4361837,Jahmyl Jeter,Texas State,52,0.262,13.634,-0.977,14.61,RB
4038444,Landon Wolf,Oklahoma State,36,0.263,9.452,10.337,-0.885,WR
4360932,DeAndre Torrey,North Texas,118,0.263,31.08,0.377,30.702,RB
4428955,CJ Yarbrough,Liberty,31,0.263,8.152,8.152,,WR
4044536,Peytton Pickett,Liberty,94,0.263,24.689,-0.859,25.547,RB
4362723,Gunnar Watson,Troy,330,0.264,87.02,87.019,0.001,QB
4575668,Gavin Hardison,UTEP,223,0.264,58.967,67.414,-8.447,QB
4259553,Stetson Bennett,Georgia,177,0.264,46.726,38.336,8.389,QB
4036650,Shai Werts,Georgia Southern,274,0.264,72.396,27.208,45.188,WR
4048721,Dontae Crow,Wyoming,18,0.265,4.764,4.764,,WR
4427455,Cade McNamara,Michigan,76,0.265,20.13,19.606,0.524,QB
4686468,Seth McGowan,Oklahoma,67,0.265,17.729,7.744,9.985,RB
4571641,Warren Bryan,Air Force,29,0.267,7.739,1.635,6.104,QB
4429562,Micaleous Elder,Charlotte,43,0.267,11.49,10.191,1.299,WR
4361444,Toa Taua,Nevada,149,0.267,39.777,4.848,34.929,RB
4360698,Joe Milton,Michigan,177,0.268,47.355,50.243,-2.888,QB
4050286,Jonathan Hodoh,Louisiana Monroe,37,0.269,9.966,9.966,,WR
4361607,Andrew Peasley,Utah State,89,0.269,23.939,0.539,23.401,QB
4036533,Matlin Marshall,Georgia State,6,0.269,1.616,1.702,-0.087,WR
4261173,Bobby Cole,New Mexico,102,0.27,27.499,6.384,21.116,RB
4568658,Daniel Carter,Pittsburgh,15,0.27,4.053,-0.449,4.502,RB
4259805,Kylin Hill,Mississippi State,43,0.27,11.589,12.924,-1.335,RB
4373870,Cameron Hatcher-Owens,South Alabama,2,0.271,0.542,0.542,,TE
4570276,De'Montre Tuggle,Ohio,55,0.271,14.921,-1.78,16.702,RB
4608810,Tez Johnson,Troy,24,0.271,6.5,6.669,-0.169,WR
4608758,Caron Robinson,Buffalo,5,0.272,1.362,,1.362,RB
4372765,C'Bo Flemister,Notre Dame,60,0.274,16.441,2.592,13.849,RB
4370775,Brennan Armstrong,Virginia,393,0.274,107.85,64.812,43.038,QB
4241555,Elijah Mitchell,Louisiana,161,0.275,44.329,8.065,36.264,RB
4240750,Mohamed Ibrahim,Minnesota,208,0.276,57.358,0.418,56.939,RB
4428732,Sean Tyler,Western Michigan,50,0.277,13.829,2.612,11.217,RB
4361818,Sorrell Brown,Tulane,7,0.277,1.939,1.939,,WR
4363527,Jairus Grissom,Eastern Michigan,5,0.277,1.383,,1.383,WR
4689647,Rob Johnson,UAB,7,0.277,1.94,1.94,,WR
4244600,Sam Crawford Jr.,Tulsa,50,0.278,13.904,13.904,,WR
4569587,Wan'Dale Robinson,Nebraska,109,0.278,30.292,24.794,5.498,WR
4428030,Jalen Mitchell,Louisville,56,0.278,15.578,4.62,10.958,RB
4240638,Marshall Few,Miami,3,0.279,0.837,0.837,,WR
4240703,Kenny Pickett,Pittsburgh,412,0.279,114.839,100.681,14.157,QB
4427630,Oscar Adaway III,North Texas,101,0.279,28.14,-0.249,28.389,RB
4040407,Jack Abraham,Southern Mississippi,173,0.279,48.252,43.311,4.941,QB
4362431,Justin Rogers,UNLV,32,0.28,8.965,6.046,2.919,QB
4361518,Kobe Smith,San Diego State,18,0.28,5.033,5.033,,WR
4360799,Jordan Travis,Florida State,229,0.28,64.218,21.303,42.914,QB
4241401,Trey Sermon,Ohio State,134,0.281,37.659,1.124,36.535,RB
4427569,Giles Jackson,Michigan,24,0.281,6.734,6.067,0.667,WR
4429967,Kris Hutson,Oregon,6,0.281,1.684,1.684,,WR
4360589,Dontae Smith,Georgia Tech,47,0.281,13.209,2.443,10.766,RB
4242210,Myles Brennan,LSU,148,0.282,41.723,43.112,-1.389,QB
4430331,Javion Posey,Florida Atlantic,120,0.282,33.891,6.491,27.4,WR
4360423,Michael Penix Jr.,Indiana,234,0.285,66.752,58.008,8.744,QB
4431948,TJ Finley,LSU,165,0.286,47.264,40.618,6.646,QB
4362748,Tyler Badie,Missouri,82,0.287,23.515,16.608,6.907,RB
4241457,Najee Harris,Alabama,305,0.287,87.526,19.949,67.577,RB
4427351,Grant Gunnell,Arizona,114,0.288,32.791,23.394,9.397,QB
4045290,Peyton Ramsey,Northwestern,362,0.289,104.632,91.702,12.93,QB
4690070,Mitchell Tinsley,Western Kentucky,72,0.289,20.811,20.737,0.074,WR
4426619,Joachim Bangda,Kent State,6,0.29,1.741,,1.741,RB
4039468,Andrew Parchment,Kansas,43,0.29,12.483,11.547,0.936,WR
4245186,Frank Harris,UT San Antonio,301,0.29,87.316,43.28,44.036,QB
4361159,Greg Bell,San Diego State,122,0.29,35.376,10.413,24.963,RB
4565889,Omarion Dollison,South Florida,34,0.291,9.899,8.672,1.227,WR
4361014,Brant Kuithe,Utah,42,0.291,12.231,8.055,4.177,TE
4242203,Lowell Narcisse,UT San Antonio,88,0.291,25.63,20.919,4.711,QB
4685740,Max Johnson,LSU,203,0.292,59.335,46.737,12.598,QB
4240028,Tamorrion Terry,Florida State,41,0.293,12.013,12.599,-0.586,WR
4427934,Dominick Mazotti,San José State,10,0.293,2.933,2.933,,TE
4697741,Jalen John,Arizona,8,0.293,2.341,0.957,1.384,RB
4430934,Zeriah Beason,Oregon State,31,0.293,9.093,9.093,,WR
4426499,Hank Bachmeier,Boise State,182,0.293,53.323,46.062,7.261,QB
4569173,Rhamondre Stevenson,Oklahoma,122,0.294,35.862,8.311,27.552,RB
4372579,A.J. Abbott,Wisconsin,2,0.295,0.589,0.589,,WR
4430292,Leonard Parker,South Florida,23,0.296,6.804,1.445,5.359,RB
4429795,Jahmyr Gibbs,Georgia Tech,117,0.296,34.675,24.957,9.717,RB
4259324,Travis Vokolek,Nebraska,14,0.296,4.145,4.145,,TE
4240025,Bailey Hockman,NC State,320,0.296,94.675,86.998,7.677,QB
4360323,Braden Galloway,Clemson,40,0.296,11.827,11.827,,TE
